번호,신고일자,법인또는상호,운영상태,"소재지주소(도로명주소, 없으면 지번주소)",호스트서버 업체명,호스트서버 도메인명,호스트서버 도메인유형,취급품목,취급품목세부사항,판매방식
150,20170802,주식회사 겜박스,정상영업,경기도 양주시 화합로1258번길 10， 2층 (회정동， 겜박스),-,네이버스토어팜 등 오픈마켓,오픈,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레져/여행/공연 자동차/자동차용품,-,인터넷 TV홈쇼핑 카다로그 신문잡지 기타
151,20170802,로베아,정상영업,경기도 양주시 회정로109번길 60， 102동 507호 (덕정동， 한국아파트),-,네이버스토어팜 등 오픈마켓,오픈,가구/수납용품,-,인터넷
152,20170802,명문컨테이너,정상영업,경기도 양주시 옥정로 46-47 (옥정동),-,네이버스토어팜 등 오픈마켓,오픈,기타,조립식 건축물 및 구조재,인터넷
153,20170801,뚜미니네,정상영업,경기도 양주시 덕정길 105， 103동 501호 (덕정동， 일성트루엘),-,blog.naver.com/simji0511,개인,의류/패션/잡화/뷰티 기타,뜨개용품,인터넷 기타
154,20170801,에리카 림 디자인,정상영업,경기도 양주시 장흥면 권율로 120,-,ericarim.com,개인,의류/패션/잡화/뷰티,-,인터넷
155,20170801,구움,정상영업,경기도 양주시 덕정6길 19， 가동 1층 (덕정동),-,blog.naver.com/bma5983,개인,기타,제과점업(빵류  쿠키류),인터넷
156,20170801,주식회사 김떡배푸드,정상영업,경기도 양주시 부흥로 1644 (마전동),-,www.kimgoona.co.kr,개인,건강/식품,-,인터넷
157,20170731,디노앤창,정상영업,경기도 양주시 광적면 부흥로 862， 2동 2층 6호 (광적종합공구상가),-,네이버스토어팜 등 오픈마켓,오픈,의류/패션/잡화/뷰티 기타,커튼블라인드,인터넷
158,20170731,마니요,정상영업,경기도 양주시 회정로109번길 47， C동 201호 (덕정동， 명진빌라),-,G마켓 등 오픈마켓,오픈,종합몰,-,인터넷
159,20170731,디어플러스,정상영업,경기도 양주시 남면 삼일로 388,-,11번가 등 오픈마켓,개인,기타,비누재료외,인터넷
160,20170728,올라예삐,정상영업,경기도 양주시 고암길 275， 312동 104호 (고암동， 동안마을주공3단지아파트),-,blog.naver.com/holay2ppi,개인,의류/패션/잡화/뷰티,-,인터넷 기타
161,20170728,엘로이,정상영업,경기도 양주시 삼숭로38번길 190， 507동 1201호 (삼숭동， 양주자이아파트),-,11번가 등 오픈마켓,오픈,기타,필터,인터넷
162,20170728,아임데이원(imdayone),정상영업,경기도 양주시 고덕로 108-59， 102동 209호 (산북동， 한승미르빌아파트),-,아임데이원,개인,의류/패션/잡화/뷰티,-,인터넷
163,20170728,조각이 샵,정상영업,경기도 양주시 삼숭로38번길 190， 501동 803호 (삼숭동， 양주자이아파트),-,janggias.blog.me,개인,의류/패션/잡화/뷰티,-,인터넷
164,20170727,린우드,정상영업,경기도 양주시 고읍로35번길 8， 311동 201호 (고읍동， 산내들마을우미린아파트),-,G마켓 등 오픈마켓,오픈,가구/수납용품,-,인터넷
165,20170726,나나로그,정상영업,경기도 양주시 백석읍 꿈나무로 298， 301동 1306호 (세아청솔아파트),-,storefarm.naver.com/leonstyle,오픈,의류/패션/잡화/뷰티,-,인터넷
166,20170725,주식회사 보명홀딩스,정상영업,경기도 양주시 덕정길 105， 상가동 103-1호 (덕정동， 일성트루엘),-,G마켓 등 오픈마켓,오픈,종합몰 가전 가구/수납용품 의류/패션/잡화/뷰티 레져/여행/공연 건강/식품,-,인터넷
167,20170725,이뉴테크,정상영업,경기도 양주시 광적면 효촌리 320번지 2호,-,yarnsocks.com,개인,종합몰 의류/패션/잡화/뷰티,-,인터넷
168,20170725,2프유샵,정상영업,경기도 양주시 천보산로71번길 76-9， 1층 (회암동),-,www.2fushop.com,개인,가구/수납용품,-,인터넷
169,20111006,(주)와이앤케이상사,정상영업,경기도 양주시 율정로247번길 32， 1층 (율정동),cafe24,richmam.co.kr,-,기타 종합몰,탈취제/활성탄,인터넷
170,20170725,위드 엘렌,정상영업,경기도 양주시 삼숭로58번길 111， 602동 606호 (삼숭동， 양주자이6단지아파트),-,네이버스토어팜 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
171,20170725,토끼날다,정상영업,경기도 양주시 남면 개나리2길 15-25,-,http://story.kakao.com/_43ssf4,개인,의류/패션/잡화/뷰티,-,인터넷
172,20170724,주식회사 포원,정상영업,경기도 양주시 어하고개로132번길 122-42， 라동 (삼숭동),-,지마켓 등 오픈마켓,오픈,자동차/자동차용품,-,인터넷
173,20170720,악세사리 부잣집,정상영업,경기도 양주시 부흥로 2021-12， 201동 503호 (고읍동， TS푸른솔2차아파트201동),-,네이버스토어팜 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
174,20170720,주식회사 엘마스타,정상영업,경기도 양주시 광적면 백은로 482,-,www.lholder.com,개인,종합몰 기타,인쇄물  판촉물,인터넷
175,20170720,씨엘상사,정상영업,경기도 양주시 광적면 부흥로 847， 316-28호 (양주테크노시티),-,지마켓 등 오픈마켓,개인,종합몰 기타,수입 잡화,인터넷
176,20170720,장판천국,정상영업,경기도 양주시 부흥로 2152-11， 110동 906호 (삼숭동， 성우아파트 아침의미소),(주)오픈컴,www.jangpanchunguk.kr,개인,기타,바닥재,인터넷
177,20161101,와이비소프트 주식회사,정상영업,경기도 양주시 백석읍 권율로1253번길 52-45， 나동 2층,-,http://www.yourbest.kr,-,건강/식품 기타,장애용품,기타
178,20170719,주식회사 삼일레이져,정상영업,경기도 양주시 백석읍 부흥로1204번길 52,-,네이버 블로그,개인,기타,가설방음벽  방음벽  방음판넬  방음판,인터넷
179,20170719,씨엠(CM)정보통신,정상영업,경기도 양주시 부흥로 1431 (유양동),-,네이버스토어팜 등 오픈마켓,오픈,가전 자동차/자동차용품 기타,CCTV  블랙박스,인터넷
180,20170718,다온,정상영업,경기도 양주시 삼숭로58번길 141， 7동 5층 6호 (삼숭동， 양주자이7단지아파트),-,storefarm.naver.com/daonmom,오픈,의류/패션/잡화/뷰티 건강/식품 기타,생활잡화  식물  식물영양제,인터넷
181,20170718,빈스크래프트RV(BCRV),정상영업,경기도 양주시 삼숭로129번길 199 (삼숭동),-,storefarm.naver.com/bcrv,오픈,레져/여행/공연 자동차/자동차용품,-,인터넷
182,20170718,백명기 바른먹거리,정상영업,경기도 양주시 고암길 275， 312동 402호 (고암동， 동안마을),-,band.us/@bandguidekr,개인,건강/식품,-,인터넷
183,20170713,케이스포츠 주식회사,정상영업,경기도 양주시 남면 화합로430번길 358,-,지마켓 11번가 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷 기타
184,20170713,루디아옷장,정상영업,경기도 양주시 부흥로 2096， 301동 901호 (삼숭동， TS푸른솔3차아파트),-,네이버스토어팜 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
185,20170713,주식회사 탑캠(TOPCAM),타시군구이관,경기도 양주시 부흥로 2071 (고읍동),-,네이버스토어팜 등 오픈마켓,오픈,종합몰 레져/여행/공연,-,인터넷
186,20170713,서비가,정상영업,경기도 양주시 청담로39번길 22-15， A동 1층 (고읍동),-,G마켓 등 오픈마켓,오픈,건강/식품,-,인터넷
187,20170712,셀라스냅,정상영업,경기도 양주시 장흥면 북한산로 1026-32,-,storefarm.naver.com/selahsnap,오픈,의류/패션/잡화/뷰티 기타,사진,인터넷 기타
188,20160713,엠피니어,정상영업,경기도 양주시 청담로 255 (고암동),-,오픈마켓,-,가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 건강/식품 기타,생활용품,인터넷
189,20150210,주식회사 누리플러스,정상영업,경기도 양주시 남면 삼일로 388,-,www.nuriplus.com,-,기타,비누재료 외,인터넷
190,20170710,주식회사 케이원상사,정상영업,경기도 양주시 부흥로1399번길 46-5 (유양동),-,www.kone.net,개인,종합몰,-,인터넷
191,20081113,솔빛유통,정상영업,경기도 양주시 청담로39번길 60-6， A동 (고읍동),엔씨씨제이솔루션,www.solbit114.com,-,기타,청과,인터넷
192,20170706,스토베네,정상영업,경기도 양주시 장흥면 북한산로1011번길 10,-,storefarm.naver.com/stobene,오픈,의류/패션/잡화/뷰티,-,인터넷
193,20170706,무지개산업,정상영업,경기도 양주시 남면 경신리 277번지 11호,-,옥션 등 오픈마켓,오픈,기타,문구(화일  바인더),인터넷
194,20170706,앤지언니,정상영업,경기도 양주시 광적면 가래비길 79-3,-,www.storefarm.naver.com/enziunnie,오픈,의류/패션/잡화/뷰티,-,인터넷
195,20170706,조이마켓 코리아,타시군구이관,경기도 양주시 고덕로139번길 202-9 (덕계동),-,옥션 등 오픈마켓,오픈,종합몰,-,인터넷
196,20170705,주식회사 하나양주광적지점,정상영업,경기도 양주시 광적면 부흥로 847， 306，307호 (양주테크노시티),-,www.spectrum-coin.com,개인,의류/패션/잡화/뷰티,-,인터넷 기타
197,20170705,성우산업,정상영업,경기도 양주시 남면 현석로 781-18,-,오픈마켓,오픈,가구/수납용품,-,인터넷
198,20170705,아이원알앤비,정상영업,경기도 양주시 백석읍 꿈나무로 78， 1층,-,옥션 지마켓 11번가 등 오픈마켓,오픈,레져/여행/공연 기타,생활용품,인터넷
199,20170705,진우화학,정상영업,경기도 양주시 은현면 평화로1889번길 107-2,-,-,개인,기타,플라스틱 생활용품,인터넷
200,20170705,에스라인몰,정상영업,경기도 양주시 장흥면 호국로73번길 197,-,11번가 등 오픈마켓,오픈,기타,커튼  블라인드 등,인터넷
201,20170704,라이프트리,정상영업,경기도 양주시 고읍로 36-10， 105동 904호 (고읍동， 산내들마을우남퍼스트빌),-,storefarm.naver.com/lifetree,오픈,의류/패션/잡화/뷰티,-,인터넷
202,20120627,블라디(BLah.D),정상영업,경기도 양주시 평화로 1215， 5층 7호 (산북동， 경기종합섬유지원센터내 경기패션창작스튜디오),cafe24,www.theblahd.com,-,의류/패션/잡화/뷰티,-,인터넷
203,20170704,마음다해,정상영업,경기도 양주시 고읍남로191번길 70-30， 101호 (광사동),-,naver.me/FHFuO4tz,개인,건강/식품,-,인터넷
204,20170703,진쥬얼리,정상영업,경기도 양주시 고읍남로39번길 84， 305동 901호 (광사동， 해동마을한양수자인),-,kakao 채널,개인,의류/패션/잡화/뷰티,-,인터넷
205,20170703,시우,정상영업,경기도 양주시 부흥로 1526 (남방동),-,네이버 스토어팜,오픈,기타,호신용품  통신장비,인터넷
206,20170703,예은,정상영업,경기도 양주시 부흥로 2162， 107동 1104호 (삼숭동， 나래아파트),-,11번가 지마켓 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
207,20170703,라슈(Lache),정상영업,경기도 양주시 고암길 305-40， 406동 1703호 (덕정동， 청담마을),-,blog.naver.com/lache_o,개인,의류/패션/잡화/뷰티,-,인터넷
208,20170703,위드슈즈,정상영업,경기도 양주시 덕정길 96 (덕정동),-,www.instagram.com/withshoes_,개인,의류/패션/잡화/뷰티,-,인터넷
209,20170703,주식회사 그레이스밸리펜션,정상영업,경기도 양주시 장흥면 권율로309번길 114,가비아,gracepension.co.kr,개인,기타,펜션예약,인터넷
210,20170703,선우피앤알테크(SunWoo P&R Tech),정상영업,경기도 양주시 평화로1416번길 14， 102동 711호 (덕계동， 신우아파트),-,-,개인,종합몰,-,인터넷
211,20170630,러브블라썸(luvblossom),정상영업,경기도 양주시 옥정동로 162， 1303동 2303호 (옥정동， 율정마을13단지아파트),-,storefarm.naver.com/luvblossom,오픈,종합몰 의류/패션/잡화/뷰티,-,인터넷
212,20170630,주식회사 원웨이,정상영업,경기도 양주시 어하고개로 56 (삼숭동),-,옥션 등 오픈마켓,오픈,종합몰 가구/수납용품 의류/패션/잡화/뷰티,-,인터넷 TV홈쇼핑
213,20170630,베베리리,폐업처리,경기도 양주시 부흥로 1901， 804동 1502호 (광사동， 주내신도8차푸른숲아파트),-,blog.naver.com/beberiri,개인,의류/패션/잡화/뷰티,-,인터넷
214,20170630,두리,정상영업,경기도 양주시 부흥로 1898-4， 102동 1504호 (광사동， 대방아파트),-,옥션 등 오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
215,20170629,라온아띠 문화놀이 체육연구소,정상영업,경기도 양주시 청담로116번길 306-313， 나동 (옥정동),-,네이버 스토어팜,오픈,기타,체육용품,인터넷
216,20170628,쥬니봉봉,정상영업,경기도 양주시 삼숭로38번길 80， 1층 (삼숭동， 양주자이프라자),-,story.kakao.com/juniebonbon,개인,의류/패션/잡화/뷰티,-,인터넷
217,20110818,더존상품권,정상영업,경기도 양주시 백석읍 고릉말로56번길 59， 2층 202호,-,www.itembaykorea.com www.itemmaniakorea.com,-,상품권,-,인터넷
218,20170626,주식회사 한경,정상영업,경기도 양주시 백석읍 부흥로988번길 95， 1층,-,옥션 G마켓 등 오픈마켓,오픈,컴퓨터/사무용품,-,인터넷
219,20170105,겔럭시인,정상영업,경기도 양주시 은현면 강변서로 19,-,오픈마켓,-,의류/패션/잡화/뷰티,-,인터넷
220,20170623,주식회사 루이힐스씨씨(Lui Hills C.C),정상영업,경기도 양주시 어하고개로 186-54 (삼숭동),-,-,-,레져/여행/공연,-,인터넷
221,20170623,향수나라,정상영업,경기도 양주시 고덕로 159， 206동 805호 (덕계동， 양주덕계현진에버빌2단지),-,band.us/n/a7aeufH5gP6F,개인,의류/패션/잡화/뷰티,-,인터넷
222,20170623,주식회사 에콜라자연도료,정상영업,경기도 양주시 백석읍 호명로 190， 나동 (외 2필지(412，412-3)),-,www.ecolor.kr,개인,기타,친환경 코팅제,인터넷 카다로그 기타
223,20170623,글랜스엣(Glance at),폐업처리,경기도 양주시 화합로1325번길 22-33， 207동 1202호 (덕정동， 서희스타힐스아파트2단지),-,blog.naver.com/zssssc,개인,의류/패션/잡화/뷰티,-,인터넷
224,20170623,농업회사법인 주식회사 수림농자재,정상영업,경기도 양주시 부흥로 1864-35 (광사동),-,www.soorimagro.com,개인,기타,농업용품,인터넷
225,20170621,담백한 작업실(simple atelier),정상영업,경기도 양주시 광적면 광적로 85-18， 103동 14층 07호 (희망아파트),-,blog.naver.com/salangwind,개인,기타,캔들  소품,인터넷 기타
226,20170621,주식회사 위드원모터스,정상영업,경기도 양주시 어하고개로132번길 85 (삼숭동),-,네이버 스토어팜,오픈,자동차/자동차용품 기타,캠핑카용품,인터넷
